Geneid	Gr11.bam	Gr12.bam	Gr13.bam	Gr31.bam	Gr32.bam	Gr33.bam
LOC123330150	18	25	16	12	4	10
PPP1R37	339	415	289	176	99	271
NKPD1	53	54	46	40	12	48
BLOC1S3	209	180	220	87	42	114
LOC102394606	42	33	17	0	0	2
EXOC3L2	114	53	44	46	13	100
MARK4	220	191	101	122	48	205
LOC112580510	2	0	4	0	0	0
CKM	0	6	0	5	3	8
KLC3	10	0	5	21	28	16
ERCC2	194	218	133	91	49	110
PPP1R13L	369	511	289	198	121	279
POLR1G	81	107	89	33	13	44
ERCC1	101	152	65	193	197	203
FOSB	176	63	18	9364	2143	16820
TRNASTOP-UCA	6	0	0	11	15	2
RTN2	30	42	17	21	31	26
PPM1N	0	2	1	7	9	1
LOC102391250	2206	2706	1700	1260	1216	1252
OPA3	156	195	120	43	19	64
LOC123465150	0	0	0	31	43	11
GPR4	14	15	2	20	6	22
EML2	166	229	147	213	150	245
GIPR	23	28	55	0	0	0
SNRPD2	379	764	382	456	596	346
QPCTL	125	206	97	53	27	101
FBXO46	138	135	105	46	32	69
MEIOSIN	0	0	6	0	2	0
SIX5	113	91	46	59	14	119
DMPK	31	21	15	249	105	410
LOC102413843	7	2	2	13	6	16
DMWD	80	88	57	75	27	107
RSPH6A	2	2	2	0	0	0
SYMPK	417	412	287	265	125	441
FOXA3	1	8	0	4	2	2
IRF2BP1	212	160	72	98	55	132
LOC102389915	51	29	16	26	19	22
NANOS2	0	0	0	0	0	0
NOVA2	31	22	12	29	4	47
CCDC61	111	51	95	57	29	79
PGLYRP1	0	0	0	1	1	1
LOC102389582	8	0	5	0	0	0
HIF3A	106	2	30	630	287	1067
LOC112580327	1	0	0	3	5	0
PPP5C	301	321	200	176	91	333
PNMA8A	0	0	3	0	0	2
TRNAG-UCC_126	0	0	0	0	0	0
PNMA8C	0	0	0	0	0	0
LOC123465151	2	2	6	2	4	0
CCDC8	513	320	286	251	141	348
PNMA8B	0	2	2	2	2	4
TRNAA-AGC_26	0	0	0	0	0	0
CALM3	695	792	454	517	441	637
PTGIR	0	0	0	8	0	10
GNG8	0	0	0	2	0	4
DACT3	46	6	13	22	0	42
PRKD2	180	159	114	115	61	186
STRN4	313	340	137	253	101	322
LOC102405213	151	117	45	73	44	95
SLC1A5	279	185	27	484	323	603
LOC123330151	5	0	2	17	24	9
TRNAE-CUC_50	0	0	0	0	0	0
LOC102404358	53	67	38	56	49	120
AP2S1	252	421	62	208	142	236
ARHGAP35	975	657	496	411	174	693
LOC123330152	0	0	0	0	2	0
NPAS1	0	0	0	47	70	38
TMEM160	48	57	26	87	115	48
ZC3H4	1008	752	510	309	178	485
SAE1	1025	1092	757	274	163	414
BBC3	25	11	20	16	5	28
CCDC9	348	280	237	262	107	506
INAFM1	121	98	76	126	86	161
TRNAE-UUC_149	0	0	0	0	0	0
C5AR1	29	25	10	344	537	118
C5AR2	7	13	4	63	117	51
DHX34	59	38	23	132	96	155
MEIS3	167	33	17	164	51	300
SLC8A2	0	0	2	3	0	3
KPTN	40	44	33	21	12	35
NAPA	385	532	240	183	96	263
ZNF541	0	0	2	8	0	14
TRNAQ-CUG_23	0	0	0	0	0	0
LOC123330154	0	4	4	6	2	6
BICRA	131	106	75	154	32	249
EHD2	535	424	133	1247	345	2086
NOP53	654	528	336	369	265	448
LOC112580488	7	2	1	4	6	0
TRNAM-CAU_31	0	0	0	2	0	2
SELENOW	1196	1328	721	1247	2249	344
LOC102415392	0	0	0	0	2	0
CRX	0	0	0	0	0	0
LOC112580125	0	0	0	0	0	0
LOC102395467	0	0	0	0	0	0
LOC102395145	0	0	0	0	0	0
LOC102394605	8	8	0	0	0	0
LOC102415061	0	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0
CABP5	0	0	0	0	0	0
LIG1	476	403	274	101	60	139
ZSWIM9	10	20	8	16	20	31
TRNAE-CUC_51	0	0	0	0	0	0
LOC102390690	6	4	8	2	2	2
LOC102390353	0	0	0	0	0	0
LOC102414383	0	0	0	0	0	0
LOC102413727	0	0	0	0	0	0
ZNF114	443	262	358	0	0	2
ODAD1	47	59	17	36	32	42
EMP3	146	138	33	138	87	227
TMEM143	52	70	22	85	56	123
SYNGR4	0	1	0	0	0	0
KDELR1	894	1130	492	530	358	722
GRIN2D	2	0	1	8	6	4
TRNAA-UGC_17	0	0	0	0	0	0
GRWD1	256	244	153	130	73	167
KCNJ14	4	0	0	4	0	6
CYTH2	338	314	222	319	248	392
LMTK3	33	8	14	39	25	65
LOC112580331	2	0	0	2	2	2
SULT2B1	0	0	0	2	2	0
FAM83E	0	0	0	2	2	0
SPACA4	0	0	0	4	4	0
RPL18	2810	3530	1444	2445	2698	2097
SPHK2	231	267	136	68	45	73
LOC102410968	31	14	30	54	47	62
CA11	16	12	7	44	66	33
LOC102410181	3	4	2	1	4	1
NTN5	0	0	0	0	0	0
FUT2	62	88	42	2	2	0
MAMSTR	18	1	15	18	6	28
RASIP1	166	69	71	102	0	231
IZUMO1	2	0	0	0	0	4
FUT1	16	0	2	2	2	2
FGF21	0	0	0	0	0	0
LOC123330158	0	0	0	0	0	0
BCAT2	33	75	34	23	25	42
LOC102397151	0	4	0	0	0	0
HSD17B14	8	18	1	8	16	6
PLEKHA4	35	57	15	104	79	133
LOC112580509	0	0	0	0	0	0
PPP1R15A	506	332	692	3295	1519	4749
TULP2	34	6	33	15	17	14
NUCB1	1468	1605	732	1296	864	1686
DHDH	20	45	18	33	14	39
BAX	267	300	152	128	152	95
FTL	2598	4612	1947	3340	5484	1060
GYS1	307	358	218	586	385	792
RUVBL2	311	319	154	168	127	207
LHB	0	0	2	0	2	6
LOC102391792	3	0	2	2	4	0
NTF4	18	16	25	6	4	6
KCNA7	2	1	10	4	6	0
SNRNP70	843	689	484	823	348	1080
LOC123330159	8	3	26	9	6	13
LIN7B	19	20	11	16	12	9
C18H19orf73	0	0	2	0	2	0
PPFIA3	77	43	82	16	12	28
HRC	3	0	0	25	3	41
TRPM4	387	236	321	186	98	298
LOC102392458	0	0	0	0	0	0
LOC102392120	6	0	0	2	2	0
SLC6A16	2	0	3	2	2	0
LOC102407333	41	32	16	50	67	44
CD37	16	13	25	44	43	37
TEAD2	496	309	357	139	72	228
DKKL1	97	80	38	12	8	8
KASH5	5	6	0	14	17	2
LOC112580513	0	0	0	0	0	0
PTH2	0	0	0	0	0	0
GFY	0	0	0	0	0	0
SLC17A7	120	88	65	2	5	1
PIH1D1	203	225	180	156	178	163
ALDH16A1	213	238	103	96	36	153
FLT3LG	8	17	6	10	12	13
RPL13A	3317	4068	2189	2668	3293	2064
LOC112580537	23	21	84	39	27	38
LOC112580536	109	55	353	97	137	63
LOC112580472	28	6	18	8	12	1
LOC112580476	9	1	20	8	8	3
RPS11	4530	6526	2851	4292	5136	3505
LOC112580477	1	2	1	1	2	3
FCGRT	1046	1654	1032	367	345	318
RCN3	550	533	133	152	71	237
LOC102399128	104	154	88	63	47	84
PRRG2	103	136	59	14	4	16
PRR12	606	590	311	220	91	327
RRAS	61	75	5	245	152	375
SCAF1	607	686	364	273	145	383
IRF3	356	518	388	565	348	775
BCL2L12	40	30	24	66	38	71
LOC102397527	14	2	6	4	8	6
PRMT1	534	614	331	459	375	500
ADM5	6	0	1	5	3	7
CPT1C	19	4	10	20	0	31
TSKS	2	20	6	23	31	16
LOC112580404	0	0	1	6	6	4
AP2A1	841	1343	592	449	176	768
FUZ	26	27	22	22	24	22
MED25	864	904	636	278	178	423
PTOV1	683	715	306	324	210	450
LOC102391206	170	183	99	107	43	186
AKT1S1	148	237	101	82	52	105
TBC1D17	257	269	99	240	100	323
IL4I1	22	12	12	4	4	2
NUP62	496	417	311	160	99	215
ATF5	25	23	8	77	67	87
LOC112580412	0	0	0	0	0	0
SIGLEC11	34	2	8	14	41	0
VRK3	148	150	87	72	72	107
LOC123330265	0	2	3	0	0	0
ZNF473	240	177	236	107	60	116
LOC112580410	0	2	1	0	0	0
LOC102388998	49	30	101	14	10	32
IZUMO2	2	0	0	0	0	0
MYH14	3931	2963	2230	1799	764	2983
LOC102414795	3	0	0	0	0	0
KCNC3	20	24	29	4	14	0
LOC112580411	2	2	2	0	0	1
NAPSA	0	1	0	1	1	0
NR1H2	327	345	271	337	254	459
LOC123330276	2	2	10	0	0	0
POLD1	257	274	123	46	24	64
SPIB	4	0	0	0	0	0
MYBPC2	2	0	3	9	2	13
FAM71E1	2	0	0	10	6	9
EMC10	1198	1183	664	386	203	562
LOC112580409	5	0	0	0	0	0
JOSD2	37	77	45	39	27	37
ASPDH	0	0	0	0	0	0
LRRC4B	0	0	0	0	0	0
LOC123330279	0	0	0	0	0	0
SYT3	0	0	0	4	4	2
C18H19orf81	0	0	0	0	0	0
LOC123330274	0	0	0	0	0	0
SHANK1	8	0	0	3	0	5
LOC102408541	0	0	0	0	0	0
CLEC11A	11	0	0	10	12	0
TRNAK-CUU_14	0	0	0	0	0	0
GPR32	0	0	0	0	0	0
LOC102407995	0	0	0	0	0	0
ACP4	14	19	6	23	21	31
LOC102407425	214	251	116	180	232	127
LOC112580489	0	2	0	2	0	2
LOC112580490	2	1	2	1	1	0
LOC112580492	0	1	0	2	2	0
LOC112580491	6	12	2	1	4	0
LOC102405282	12	15	4	12	12	18
LOC102406481	117	117	16	16	32	6
KLK15	0	0	0	0	0	0
KLK4	30	17	10	1	0	3
TRNAQ-UUG_13	0	0	0	0	0	0
KLK5	0	0	0	0	0	0
KLK6	2	0	0	0	0	0
LOC123330277	0	0	0	0	0	0
KLK7	0	0	0	0	0	0
KLK8	0	0	0	0	0	0
KLK9	0	0	0	2	3	0
KLK10	2	0	0	71	75	58
LOC123330275	0	0	0	1	0	1
KLK11	0	0	0	0	0	0
KLK12	0	0	0	1	0	3
LOC123330269	0	0	0	2	2	1
KLK13	0	0	0	0	0	0
KLK14	2	0	0	0	0	0
CTU1	41	50	12	23	13	25
LOC123330278	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
LOC112580408	0	0	0	0	4	0
LOC102396071	6	0	0	0	0	0
LOC102393070	8	11	1	2	0	2
LOC123330267	0	0	0	0	0	0
LOC123330272	0	0	0	0	0	0
LOC112580365	1	0	4	0	0	0
LOC123330268	0	0	0	0	0	0
LOC112577714	0	0	0	0	0	0
LOC123465106	0	0	0	0	0	0
LOC123330271	0	0	0	0	0	0
LOC123465107	0	0	0	0	0	0
LOC112577729	0	0	0	0	0	0
LOC112577650	0	0	2	0	0	0
LOC123330270	2	0	0	0	0	0
LOC102395312	18	12	9	0	0	0
LOC112577758	0	0	1	0	0	0
LOC102409217	0	0	0	0	0	0
LOC123330162	17	4	8	2	2	0
LOC112580334	41	36	42	0	0	0
IGLON5	2	4	0	0	0	2
VSIG10L	22	14	23	4	9	6
ETFB	399	484	290	520	483	553
CLDND2	4	0	1	0	0	0
NKG7	2	0	2	6	24	2
LOC102405541	4	0	6	0	4	0
LIM2	0	0	0	0	0	0
C18H19orf84	0	0	0	3	1	4
SIGLEC10	108	92	65	238	210	250
LOC112580420	5	0	2	11	12	12
LOC102408581	0	0	0	0	0	0
LOC102408234	0	0	4	6	0	6
LOC112580415	0	0	0	0	0	2
LOC102397662	8	12	6	16	10	21
ZNF175	144	118	160	68	45	103
LOC102407917	45	39	20	7	6	20
LOC102398735	0	1	0	3	5	4
LOC123465109	0	0	0	0	1	0
LOC123465108	0	0	0	0	0	0
LOC112580414	19	4	2	40	55	0
LOC102407266	0	0	0	0	0	0
SPACA6	17	5	17	70	32	114
HAS1	3	0	0	0	0	2
LOC102400375	190	95	100	264	243	292
LOC123330289	26	4	28	13	5	28
LOC102400685	4	0	0	0	0	0
LOC102401013	10	2	10	2	4	0
LOC102401659	126	68	92	49	29	67
TRNAW-CCA_146	2	0	6	0	0	0
ZNF614	428	301	430	240	222	269
LOC102397010	200	113	161	82	27	121
LOC102397346	21	6	29	15	13	13
LOC123330281	0	0	0	0	0	0
LOC123330285	0	0	0	0	0	0
LOC123330283	0	0	0	0	0	0
LOC123330288	0	0	0	0	0	0
LOC123330284	0	0	0	0	0	0
LOC123330286	0	0	0	0	0	0
LOC123330282	0	0	0	0	0	0
LOC123330201	0	0	0	0	0	0
PPP2R1A	1161	1324	690	1210	799	1538
LOC102396098	2	0	0	2	2	2
LOC102395776	0	0	0	0	0	0
LOC123330280	0	0	0	0	0	0
LOC102400904	0	0	0	0	0	0
LOC102395456	0	0	0	0	0	0
LOC102394490	0	0	0	0	0	0
LOC123465079	2	0	0	0	0	0
LOC123465080	0	0	0	0	0	0
LOC123465110	0	0	0	0	0	0
LOC112577707	30	36	60	14	0	22
LOC102399270	54	73	75	32	20	24
LOC123327509	1424	1499	1648	312	272	366
LOC123465112	7	2	22	8	8	6
LOC102398945	1	0	0	0	0	0
LOC112580438	0	2	0	0	0	0
LOC102398622	196	162	211	84	49	103
LOC112580437	0	0	0	0	0	0
LOC112580421	93	64	102	31	28	40
LOC123465111	21	6	14	10	5	9
LOC123330202	0	0	0	0	0	0
LOC112580427	397	306	380	213	157	258
LOC123465113	176	37	250	89	74	91
LOC102397654	0	0	0	0	0	0
LOC123464557	64	48	97	4	3	18
LOC123465114	0	4	0	0	0	0
LOC123465115	0	0	0	0	0	0
LOC123330291	339	347	379	78	92	65
LOC123330296	14	23	26	14	8	22
LOC123330309	0	0	0	0	0	0
LOC102415868	0	0	0	0	0	0
LOC102393397	0	0	0	0	0	0
TRNAC-GCA_204	0	0	0	0	0	0
LOC102398512	0	0	2	4	2	2
LOC123330300	0	0	0	0	0	0
LOC102411403	168	79	118	55	61	50
LOC102397977	179	32	121	14	3	23
LOC102397338	333	175	437	24	48	6
LOC123465125	1	1	7	0	0	0
LOC102409355	29	36	32	2	4	5
LOC123330301	0	0	5	0	0	0
LOC123465116	147	115	212	50	45	57
LOC123330377	0	2	0	4	5	2
LOC112580443	4	0	0	0	0	0
LOC102412047	127	90	91	77	61	92
LOC123330303	0	0	0	0	0	0
LOC102414331	414	217	741	67	92	38
LOC102413681	188	218	270	63	46	110
LOC102410721	96	79	157	18	16	44
LOC102411053	6	0	0	2	0	2
LOC102411606	183	219	265	67	47	103
TRNAC-ACA_189	0	0	0	0	0	0
LOC112580441	2	0	2	0	0	0
LOC102416083	393	354	453	146	157	196
LOC123327538	113	185	141	42	26	78
LOC123327520	315	236	384	56	52	58
LOC102406866	0	5	11	0	0	0
LOC123465124	0	0	0	0	0	0
TRNAC-ACA_190	4	0	0	2	2	0
LOC123465122	4	8	2	0	0	0
LOC123330307	0	0	3	0	0	0
LOC123465117	2	0	4	1	0	1
LOC112580424	9	1	19	0	0	1
LOC112580423	138	20	80	0	0	0
LOC123465123	0	0	0	0	0	0
LOC102394431	129	160	67	61	89	56
LOC102409686	12	9	43	0	1	0
LOC102390601	290	199	345	45	18	78
LOC102390265	195	191	275	120	41	168
LOC102393230	222	74	157	38	35	55
LOC102392581	165	143	214	47	41	72
LOC123330308	3	2	6	8	2	11
LOC102392263	121	85	132	77	62	87
LOC102391712	117	74	121	45	35	43
LOC102394731	0	0	0	0	0	0
LOC102395057	0	0	0	0	0	0
LOC112580127	2	0	0	0	0	0
LOC123330292	4	0	14	0	0	0
LOC102390926	220	280	446	0	0	0
LOC102395360	224	119	274	16	32	14
LOC102411292	0	1	0	0	0	0
LOC123330180	0	0	0	0	0	0
LOC102416229	160	12	183	15	22	5
LOC123330170	880	644	1024	268	460	114
LOC123330182	0	0	1	0	1	0
LOC102408974	0	0	0	0	0	0
LOC123330211	0	0	1	0	0	0
LOC123327519	51	43	98	31	38	26
LOC112580428	31	49	64	29	23	29
LOC102402095	90	104	86	45	51	55
LOC123327518	0	8	17	4	4	2
LOC112580426	2	1	3	0	1	0
LOC102402736	37	39	28	8	3	18
LOC102415503	0	0	1	0	0	2
LOC123330310	0	0	0	0	0	0
LOC123465121	0	0	0	0	0	0
ZNF331	60	37	55	110	76	130
LOC102403062	44	38	39	159	47	280
DPRX	0	0	0	0	0	0
LOC102404155	2	10	0	0	0	0
LOC102403816	2	11	4	0	0	0
LOC102404482	91	19	40	92	67	98
LOC123330311	0	0	0	0	0	2
LOC123330312	0	0	0	0	0	0
NLRP12	0	0	0	6	2	6
LOC102407934	258	250	0	281	183	369
LOC102416169	0	0	0	0	0	0
LOC102416495	0	4	1	0	0	0
LOC112580335	0	0	0	0	0	0
LOC102409567	2	4	0	0	0	0
LOC102410451	0	0	0	2	2	2
LOC123330314	12	2	6	0	0	0
LOC102410112	0	4	2	4	0	12
LOC102413313	0	0	0	0	0	0
LOC102412987	0	0	0	0	0	0
TRNAC-ACA_191	0	0	0	0	0	0
LOC102411556	0	8	0	0	0	0
LOC102410997	2	46	0	0	0	0
LOC102414501	0	0	0	0	0	0
LOC102413946	0	2	5	0	0	0
LOC112580336	2	0	6	0	0	0
LOC102409935	0	0	0	0	0	0
LOC112580337	0	0	0	0	0	0
LOC123465153	0	0	0	0	0	0
LOC102411043	0	0	0	0	0	0
LOC102413638	0	0	0	0	0	0
LOC102414841	0	0	0	0	0	0
LOC102402831	0	0	0	0	0	0
LOC102402188	2	0	1	0	0	0
LOC102402503	38	68	35	44	4	73
LOC102400672	15	17	0	0	0	0
LOC102401858	11	0	0	0	0	0
LOC102398188	2	0	8	9	2	20
MYADM	1931	2366	1137	1243	862	1655
PRKCG	228	229	166	16	30	5
CACNG7	2	0	0	0	2	0
LOC123330163	0	0	0	0	2	0
LOC123330164	0	0	0	0	0	0
CACNG8	0	0	0	0	0	0
TRNAC-ACA_192	0	0	0	0	0	0
CACNG6	0	0	0	0	0	0
LOC102396294	10	11	9	8	12	2
LOC123330367	0	0	0	0	0	0
LOC123330204	0	0	0	0	0	0
NLRP9	0	0	0	0	0	0
LOC123330217	0	0	0	0	0	0
LOC123330165	0	0	0	0	0	0
LOC123330206	0	0	0	0	0	0
LOC123330207	16	0	12	11	5	17
EPN1	791	1020	406	492	290	608
U2AF2	1351	1089	753	688	362	1060
CCDC106	105	55	37	31	26	40
ZNF581	54	69	20	25	16	35
ZNF580	34	24	20	21	12	36
ZNF784	22	8	13	8	6	14
ZNF865	118	90	66	52	20	74
ZNF524	45	76	30	36	29	38
FIZ1	69	51	23	67	30	100
ZNF579	38	40	14	54	44	71
SBK3	0	0	0	2	3	1
SBK2	6	4	2	0	0	0
SSC5D	507	64	52	148	121	187
LOC112580512	0	0	0	0	0	2
NAT14	26	46	22	60	38	60
ZNF628	32	35	22	30	8	46
C18H19orf85	0	0	0	0	0	0
ISOC2	130	151	86	33	22	51
SHISA7	52	25	14	2	0	4
UBE2S	752	785	511	233	257	192
RPL28	2081	2850	1035	1577	1590	1553
TMEM238	76	115	56	56	66	49
TMEM190	0	0	2	27	0	82
IL11	14	5	2	21	14	38
FAM71E2	0	0	0	38	27	27
LOC102391576	20	32	10	8	3	10
KMT5C	155	137	118	50	25	65
LOC112580340	0	1	5	0	0	0
TMEM150B	20	68	12	2	3	2
BRSK1	83	34	32	30	30	39
HSPBP1	178	176	105	62	46	75
PPP6R1	1072	923	784	399	137	602
TMEM86B	14	9	7	0	4	0
PTPRH	162	212	138	15	15	12
SYT5	67	83	22	14	18	8
DNAAF3	92	116	77	14	24	8
TNNI3	2	10	16	0	2	0
TRNAY-AUA_38	0	0	0	0	0	0
TNNT1	15	24	10	0	0	2
PPP1R12C	36	29	36	35	18	49
RDH13	59	36	33	14	4	12
LOC102411304	0	0	2	0	0	0
LOC123330208	0	4	0	0	0	0
GP6	2	0	2	0	0	0
NLRP2	0	0	0	0	2	0
LOC102403267	0	0	0	17	43	3
LOC123465154	0	0	0	16	14	9
LOC102409866	2	4	0	20	25	9
LOC123465155	0	0	0	0	0	2
LOC123465156	0	0	0	0	0	0
FCAR	0	0	0	14	16	13
LOC123465083	0	0	0	0	0	0
LOC123465161	1	0	0	2	2	0
LOC102400603	0	0	0	0	0	0
LOC123464549	0	0	0	0	0	0
LOC123465160	0	0	0	0	0	0
LOC123465158	0	0	0	0	0	0
LOC123465086	0	0	0	0	0	0
LOC102401649	0	0	0	0	0	0
LOC102401331	0	0	0	4	7	5
LOC102400303	10	2	2	11	8	16
LAIR1	0	0	0	14	30	2
LOC102409097	0	0	0	0	0	0
LOC102408781	55	87	35	42	28	34
TTYH1	24	16	6	4	6	10
LENG8	668	279	557	931	301	1515
LENG9	21	19	4	14	10	16
CDC42EP5	49	57	7	28	34	40
LOC112577674	0	0	0	2	0	2
LOC123465164	16	11	11	69	97	52
LOC123465087	0	0	0	1	0	5
LOC123464553	2	0	2	12	0	20
LOC123330187	0	0	0	0	0	0
LOC123330188	1	0	2	0	0	0
LOC123464548	0	0	0	2	1	11
LOC102401256	16	10	17	324	308	336
LOC123465163	0	0	0	9	2	9
LOC123465162	1	0	0	7	7	2
LOC112580347	0	0	0	4	4	4
LOC102402993	5	0	10	167	178	173
RPS9	2224	2708	1037	1900	1760	1916
TSEN34	182	200	92	151	138	171
MBOAT7	198	339	68	268	112	454
TMC4	164	529	42	313	220	477
LENG1	39	33	12	44	8	58
CNOT3	511	399	251	255	121	385
LOC112580349	6	0	2	2	0	6
PRPF31	226	170	96	187	97	260
TFPT	69	52	22	68	44	68
NDUFA3	179	287	75	263	239	296
OSCAR	0	7	0	37	66	2
TARM1	2	0	0	14	10	14
LOC112580351	0	0	0	0	0	0
LOC112580168	0	0	0	0	0	0
LOC102390327	0	0	0	0	0	0
LOC102395666	0	0	0	0	0	0
LOC102405650	0	0	2	0	0	0
NLRP13	0	0	0	0	0	0
NLRP8	0	0	0	2	0	8
NLRP5	4	0	0	3	0	3
ZNF787	44	48	21	78	64	109
LOC123330189	1	0	2	8	0	10
LOC112580354	2	0	0	3	2	3
LOC112580169	0	0	0	0	0	0
ZNF444	55	63	26	40	25	81
LOC123330368	0	0	0	0	0	0
LOC112580173	0	0	0	0	0	0
LOC112580448	0	0	0	0	0	0
LOC123465127	0	0	0	0	0	0
LOC112580171	0	0	0	0	0	0
LOC112580147	0	0	0	0	0	0
LOC112577651	0	0	0	0	0	0
LOC102395443	0	0	0	0	0	0
LOC112580141	0	0	0	0	0	0
LOC112580360	0	0	0	0	0	0
LOC112580359	0	0	0	0	0	0
LOC112580179	0	0	0	0	0	0
LOC112580151	0	0	0	0	0	0
LOC123465088	0	0	0	0	0	0
LOC112580148	0	0	0	0	0	0
LOC123465131	0	0	0	0	0	0
LOC112580453	0	0	0	0	0	0
LOC112580152	0	0	0	0	0	0
ZNF667	79	48	56	166	112	197
ZNF583	201	114	121	158	88	235
ZNF582	31	23	43	16	11	28
LOC112580456	1	0	5	2	4	4
LOC102392628	76	31	69	50	10	74
LOC123330329	6	2	7	7	3	6
LOC123465130	12	4	6	7	17	12
SMIM17	0	0	0	0	0	0
ZNF71	3	0	4	16	6	18
LOC102408184	277	99	226	157	122	178
ZNF835	21	35	8	10	8	11
LOC102394873	0	0	0	0	0	0
LOC102395191	0	0	0	0	0	0
LOC102408529	0	0	0	0	0	0
LOC102408852	0	0	0	0	0	0
ZIM2	10	0	4	6	10	2
LOC102395838	1754	714	660	5288	1110	9096
LOC102395519	48	44	5	83	45	118
LOC112580153	17	10	6	10	14	23
LOC102409492	50	20	12	24	13	19
PEG3	45058	25864	33189	10501	8420	12522
TRNAG-UCC_127	0	0	0	0	0	1
LOC112580447	0	0	0	2	2	0
ZIM3	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
LOC102397942	720	391	699	266	143	379
AURKC	4	9	2	8	0	18
LOC123465126	227	127	196	69	42	63
ZNF304	308	153	302	129	87	139
LOC102400199	0	2	0	0	0	0
LOC102400532	85	11	49	26	16	47
LOC102399864	56	16	40	82	52	103
LOC102401610	0	0	2	0	2	0
LOC102401932	29	12	7	6	3	22
LOC123327504	4	0	0	0	1	0
LOC102403557	138	58	98	54	30	65
LOC112580460	8	0	2	10	4	16
LOC112580459	114	113	106	83	82	89
ZNF772	10	2	8	22	10	34
LOC102402689	22	14	12	32	26	32
LOC123465132	0	0	0	0	0	0
LOC112580461	0	0	0	0	0	2
LOC112580462	25	9	10	31	20	47
LOC102403870	8	12	4	17	4	24
LOC123465133	4	2	5	0	0	0
LOC123330332	0	0	2	2	2	2
TRNAE-UUC_150	0	0	0	0	0	0
ZNF416	40	50	73	37	24	30
LOC123465089	0	0	0	0	0	0
LOC112580529	0	0	0	0	0	0
LOC102412151	0	0	0	0	0	0
ZNF134	79	33	28	125	95	155
LOC112580505	4	0	0	0	0	0
LOC102408695	2	2	2	2	2	2
LOC102400587	30	7	20	10	4	14
TRNAW-CCA_147	0	1	0	2	0	2
LOC102409997	209	116	232	84	52	110
LOC102409673	74	35	66	36	18	50
LOC102409332	39	32	55	12	6	25
ZNF211	58	27	21	39	10	65
LOC123465134	2	2	2	2	0	4
LOC102411316	40	36	30	30	18	43
LOC112580525	0	0	0	0	0	0
LOC102414041	160	56	157	116	42	171
LOC102413305	342	237	328	100	61	141
LOC102411649	258	99	269	116	66	162
LOC102414381	18	0	4	0	0	2
LOC123464542	14	6	8	68	25	88
LOC102415609	27	12	18	41	23	57
LOC102390908	214	101	109	113	52	171
TRNAE-UUC_151	0	0	0	2	0	2
LOC123465090	0	0	0	0	0	0
LOC123465136	0	0	0	0	0	0
LOC123330339	0	0	0	0	0	0
LOC102389376	336	128	287	209	102	250
ZNF135	45	12	34	24	8	30
ZNF329	102	36	39	33	20	64
LOC102415948	42	10	82	34	24	43
ZNF274	58	23	27	39	44	48
LOC112580532	0	0	0	0	0	0
ZNF8	201	114	181	89	32	132
ZSCAN22	0	0	0	4	4	4
A1BG	3	6	3	4	2	6
RPS5	2517	3270	1293	2015	2051	2097
RNF225	4	2	0	12	24	10
ZNF584	41	29	23	23	7	29
ZNF132	119	95	112	61	40	63
LOC102394398	36	86	49	20	20	8
ZNF446	14	16	20	20	18	18
SLC27A5	1	0	1	68	27	96
ZBTB45	21	6	11	24	2	34
LOC123330338	0	6	5	6	2	8
TRIM28	1354	1384	718	551	389	759
CHMP2A	531	680	410	651	687	617
UBE2M	436	545	261	263	298	296
LOC102397670	30	11	29	22	20	22
MZF1	66	51	43	76	27	105
LOC123330340	7	7	6	3	2	3
LOC102398210	26	45	28	6	8	5
LOC123330192	0	0	0	1	3	0
LOC102398530	293	305	290	154	104	202
LOC123330535	0	0	2	0	0	0
LOC112582873	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0
PANK3	866	793	736	372	182	498
SLIT3	752	76	77	290	98	444
TRNAC-GCA_205	0	0	0	1	0	1
LOC123465172	0	0	0	0	0	0
LOC112580673	0	0	2	0	0	0
SPDL1	203	258	136	10	10	17
LOC123330593	0	0	1	0	0	0
DOCK2	53	14	51	167	146	146
INSYN2B	4	0	0	2	4	0
FOXI1	258	196	96	30	58	24
LOC112580734	0	0	0	0	0	0
C19H5orf58	9	20	16	10	24	2
LCP2	33	12	27	103	148	68
KCNIP1	2	0	4	0	2	0
KCNMB1	64	8	31	363	0	623
TRNAC-ACA_193	2	0	1	0	0	0
LOC102392612	2	2	0	454	109	758
RANBP17	710	529	895	222	272	169
TLX3	0	0	0	0	0	0
NPM1	3712	3619	2466	1805	1729	1828
FGF18	0	0	0	4	0	4
LOC112580729	0	0	0	0	0	0
LOC123330624	0	0	0	0	0	0
LOC123330667	0	0	0	0	0	0
LOC123330573	0	0	0	0	0	0
SMIM23	0	0	0	0	0	0
FBXW11	726	576	579	314	237	457
LOC123330613	0	0	2	0	0	0
LOC123330614	0	0	0	0	0	0
LOC123330550	0	0	0	0	0	0
STK10	1120	1047	1305	648	364	870
LOC123330620	44	4	72	13	10	24
LOC123330621	8	2	19	12	4	31
EFCAB9	10	2	2	2	0	2
UBTD2	1134	1014	973	145	97	196
SH3PXD2B	305	262	103	774	331	1260
LOC123330607	0	0	0	0	0	0
